F1	F2	F3	F4	F5	F6	y
31.33	-2.573	840.2830377383129	270.87805691879555	P	A	1
14.49	1.518	497.55415065467207	256.01018946062084	P	C	1
11.879999999999999	0.697	668.4326730172089	291.1744203021515	P	B	0
16.88	-2.238	532.1863658233036	285.9739210353612	P	C	3
-10.56	0.547	699.1765596199875	162.5726928241435	P	B	3
-1.7599999999999998	-2.654	365.0975985240956	175.70012365959107	Q	B	1
-6.13	1.012	347.6337904762636	151.99743270931694	Q	C	0
-30.139999999999997	-0.728	432.5634634285195	239.46506768021362	P	A	2
23.79	-2.02	607.9561352345468	140.9231304087281	P	A	1
32.31	3.189	534.1555347168104	109.72552903669249	Q	A	3
21.33	2.216	275.16275341198616	218.40329668452526	Q	B	2
12.829999999999998	-0.124	580.2450746789475	203.01225715415475	Q	D	0
-13.899999999999999	1.574	610.0658018042935	196.29722507689738	P	B	3
-23.130000000000003	2.164	454.51982720510716	174.66480880002075	P	C	0
0.62	-1.403	750.6913302760865	202.84482402510503	Q	D	3
-38.9	0.24	669.9170126023783	250.37650144888312	Q	B	1
15.489999999999998	0.552	585.248700369541	171.35009150980284	P	B	0
-5.02	-0.454	481.335809478702	93.7511263005453	Q	A	3
10.59	0.996	364.94997481942005	226.37674187195006	Q	B	0
-14.450000000000001	2.113	605.6787325530682	229.4678457178822	P	A	2
-26.79	0.154	349.2949508902972	168.0990490392352	Q	A	2
6.08	2.12	674.8370328370663	168.48340530125378	P	B	0
13.78	-1.384	685.5058810909907	236.13025247298623	Q	A	1
4.26	-1.851	619.5420029195899	175.3241461577437	Q	C	3
-22.22	1.886	655.5597381977452	170.1573370317776	Q	B	3
-17.130000000000003	0.762	526.0101558280373	146.80882034811896	P	B	3
-11.82	1.265	589.1570719400266	215.64032622069533	P	C	0
4.0600000000000005	0.319	404.94684839325134	131.33982318130248	P	A	3
-23.59	0.791	727.3318233228439	145.56200258230933	P	D	1
3.92	-2.863	536.0385089307331	183.2943705454736	Q	B	1
10.4	1.63	849.5915822388171	229.66901777531905	P	C	1
20.240000000000002	-2.711	823.3277345438964	233.80095578683293	P	C	3
-27.0	-0.884	558.4145560749306	173.85683322766909	Q	C	2
17.93	-1.803	660.7067545191576	240.32057852008103	P	A	1
-12.32	2.409	595.830168926929	218.54136364220483	Q	A	2
8.58	-1.834	661.3042772542271	323.1163468089799	Q	C	2
-13.740000000000002	1.675	540.6853950249466	96.03670861047826	P	B	3
17.86	-1.153	602.8510315158053	378.13043380370607	Q	C	3
28.03	-2.165	650.9916164766684	200.62937553472557	P	A	1
16.009999999999998	-1.498	908.7630433941167	258.3801161455115	P	A	1
-21.259999999999998	1.96	678.2681638888574	269.22102281679986	Q	C	0
8.33	0.711	591.8156776518279	193.50159421621817	Q	B	0
-12.290000000000001	-1.906	611.7328799969716	210.16207883442442	Q	D	3
-21.080000000000002	1.867	494.9450315458379	171.5385709718974	Q	C	0
-18.44	1.492	441.7608243822329	244.66016587226696	Q	C	0
20.939999999999998	-2.036	717.814016429374	198.6454960159377	Q	A	1
12.709999999999999	-1.401	566.2353299251681	159.56246045734534	P	D	0
-9.52	1.026	544.6114546060769	167.8433257104828	Q	C	0
-9.43	-1.67	546.1958792947313	249.57267539581522	Q	D	3
-0.38	-2.131	1135.2490503265885	219.37669545474483	Q	C	2
-9.06	1.902	648.1481203867885	143.91464924812288	Q	A	2
13.309999999999999	-1.469	858.7419065452561	122.97812717232448	P	B	2
10.79	1.073	737.8581100670774	255.07469355967385	Q	A	3
-17.77	0.623	514.5524260654148	145.25821845534762	Q	D	1
-31.68	2.537	488.11676369539146	183.4467266758719	Q	C	0
27.040000000000003	0.507	589.6589620219304	134.5690730073918	P	B	0
-17.259999999999998	-1.257	698.7001091945087	244.17448366724267	Q	B	1
-21.04	1.495	355.65551281570515	171.58124181059213	P	B	3
-14.44	2.062	800.2448959288557	170.78625281321007	Q	D	1
-19.96	1.725	710.0570202306224	131.01520394875138	P	B	3
-14.990000000000002	1.474	768.0487723801264	235.9139969511452	Q	B	3
-12.56	2.026	619.1990105138806	169.84433808882915	Q	D	1
14.290000000000001	-1.417	277.0771364975158	217.1687433222188	P	D	0
11.17	0.651	685.3102472010983	227.3019281704698	P	D	2
-16.9	2.032	679.827577424157	235.1184571459136	P	D	1
-12.07	-1.682	471.07732633745627	294.7381840636724	Q	B	1
19.630000000000003	1.692	489.6036534582178	254.5562973808469	P	B	0
-24.860000000000003	-1.182	531.1759513872838	189.4831417434538	Q	C	2
-5.5200000000000005	1.984	633.9980931202923	193.76250937615626	P	D	1
2.16	3.705	690.2217930089807	120.92462110444842	P	B	0
14.379999999999999	1.483	708.9942319967915	157.48040062904508	Q	A	3
3.3800000000000003	2.951	631.793643598008	108.29908859597775	P	D	2
-0.31	0.92	611.8864807200209	211.60149572410273	Q	C	0
7.199999999999999	-0.825	592.912541669101	218.81157370941474	P	D	0
24.94	-3.265	688.6587608874012	206.08364802814427	P	D	0
-18.27	2.23	319.3766944145592	173.12550675934506	P	B	3
1.37	-2.786	436.1766579991056	181.29153872555153	P	B	1
15.14	-1.507	702.1588781731223	249.64112645302595	Q	D	0
14.66	1.398	423.55245821625556	224.01217252212376	P	C	1
9.78	-1.028	495.96987851623203	178.9023892373789	P	A	1
-37.5	-2.293	815.0304289094792	198.01075040422282	Q	A	0
21.869999999999997	2.211	758.0723516912444	170.85249854672824	P	A	3
15.52	-2.182	582.5846753915306	170.2476922812864	Q	B	2
31.869999999999997	3.21	519.6487137938984	250.22284141722673	P	A	3
-10.920000000000002	0.721	776.2331668083062	205.71232263248697	P	A	2
19.66	2.457	553.5510039237823	101.21143512596518	P	B	0
-13.45	1.319	554.106466093048	190.392023409682	P	C	0
-22.72	2.37	655.6346704216392	204.5699950647205	P	B	3
-5.29	-2.301	585.4051189140321	148.3774127361739	P	C	2
8.56	0.848	539.0334579626317	180.25802543872317	P	A	3
13.25	1.839	805.0338288043265	229.89959156639316	Q	D	2
10.489999999999998	-1.344	644.6166148701285	186.81582621087762	Q	A	1
14.299999999999999	1.667	780.1913827627618	145.64720953375033	Q	D	2
8.59	-1.116	485.35475212357056	295.2373134014265	P	A	1
10.84	-1.457	601.1477487376175	235.67371260941698	P	B	2
-28.97	2.108	670.5823545088983	158.68754024909413	Q	C	0
-5.540000000000001	-2.655	678.1666704909496	213.5713037179841	Q	D	3
3.1	0.336	807.0256186319716	180.2250674542579	Q	A	3
-3.92	-0.356	930.4862073985076	167.37967461953957	P	A	1
-2.8100000000000005	-1.778	483.7973356122252	162.2507896060568	P	D	3
-6.42	-3.695	576.2794832584776	210.00321211201202	Q	A	0
-17.68	-0.704	620.7029238027003	201.32913718646913	P	C	2
-43.129999999999995	0.613	271.6140619942278	143.09804386813767	Q	B	1
12.39	-1.953	623.7845378106327	190.0872245156005	P	D	0
19.56	-2.344	437.7671972681326	287.17767207000134	Q	B	2
1.53	2.205	596.5795714922848	183.05117470866276	P	A	2
-24.759999999999998	-1.568	360.69450393417054	236.1108202969051	P	C	2
11.879999999999999	-1.689	772.2133112541405	119.54887850971534	Q	D	0
-18.67	-1.295	798.7598553121045	206.2870649781597	Q	B	1
-11.719999999999999	0.952	676.9690481385892	263.47442991313983	P	A	2
-24.24	-1.497	608.1117945868042	80.76039231654175	Q	C	2
-12.79	1.879	691.5653398407205	250.82794532395405	Q	D	1
14.44	-1.852	629.4270154631724	240.60612818868606	P	D	0
-8.58	1.167	308.5821379685132	174.74776664124974	P	C	0
-32.65	-0.193	671.3166437500481	258.72904894109763	Q	B	1
1.7100000000000002	-0.531	743.3409102842959	243.95473893135795	P	A	1
6.59	3.074	483.21408289520963	215.48161798363572	P	D	2
-11.040000000000001	2.088	64.69699044382298	191.12057253054633	P	B	3
14.65	1.386	713.4779259456448	206.84671634266584	Q	C	1
12.85	0.975	1029.187585820917	177.81820117057896	Q	B	0
-6.33	1.054	400.25875321664216	256.6339840563758	P	C	0
16.87	2.729	563.7252710289673	161.81090074501464	P	D	2
-11.76	-0.456	318.31194623553137	215.73331657116702	Q	D	3
24.81	2.486	565.9427061792429	214.4004234079798	Q	A	3
7.83	-1.097	661.9302192447217	210.62839863386685	P	A	0
10.46	-1.325	637.2825164893748	284.89539161605785	Q	D	0
-6.13	0.84	369.08689222504404	150.33334377624564	Q	C	0
12.709999999999999	-3.475	757.1909187054525	201.50046026178555	Q	B	2
13.620000000000001	-2.438	553.5761245605759	229.65904647224644	P	B	2
-6.02	-1.453	573.4881193045044	191.90332247321174	Q	A	0
2.4699999999999998	0.272	700.4817342123738	215.45200512540805	Q	A	3
11.129999999999999	-1.824	562.656884432827	237.72675434120916	Q	B	2
15.549999999999999	1.385	545.3318527039637	161.52628282963036	Q	C	1
8.09	0.179	586.1178520150225	111.12647026837034	P	D	0
-11.71	2.113	835.0340972081375	218.5075521539486	Q	B	3
-24.88	-0.66	483.60010432903323	188.14970042403547	Q	B	1
12.86	-1.933	617.1059610814386	229.83594319529564	P	B	2
10.329999999999998	0.995	406.2636650051099	228.89317562357218	P	B	0
-10.68	1.251	624.3855607810497	239.80390769035972	Q	C	0
9.389999999999999	2.375	650.4714112274092	272.6125580849039	Q	B	1
-12.98	2.079	702.4720229124745	241.81338013907538	Q	B	3
-25.32	1.821	714.6162100876514	205.69428938468576	P	C	0
10.069999999999999	1.137	505.46386886077147	194.98844311257457	P	B	0
13.91	-2.016	372.94782028676684	224.71416487240703	P	C	3
-12.809999999999999	1.077	678.2169237096546	213.4488273612344	P	A	2
14.82	0.854	697.76758975677	244.56207590705992	P	D	2
11.7	1.666	565.504422160451	227.14225475600512	P	C	1
-38.1	-2.556	578.1878119217617	150.81831527970962	P	A	0
-19.73	-1.588	534.1390006139661	209.2421824021917	P	D	3
8.85	-1.551	903.4015239592981	210.54722897769233	P	A	0
-14.82	-2.507	649.4332347876795	286.2226935057155	P	A	0
-25.09	-1.071	609.4335046233242	201.3407330782464	Q	C	2
-10.68	1.435	647.4414697952775	163.91362061967678	P	C	0
-11.65	1.153	367.95986937679106	204.7883530019925	Q	D	1
18.34	2.02	476.0075597202649	132.71104928746948	Q	B	0
-10.2	-2.271	621.5086754860295	232.74324553951024	P	D	3
14.04	-1.347	252.26306560564205	235.38138483210992	Q	A	1
-15.11	-1.015	405.2871699218386	243.58249733248937	Q	D	3
11.559999999999999	-1.106	698.8727832720242	254.3740804899637	Q	D	0
1.73	0.846	681.6786948214956	204.97788251819537	Q	C	0
-16.88	-1.269	507.2670222335669	247.18942132980442	P	B	1
-18.32	1.964	859.232376535492	233.52542021491794	Q	D	1
-18.41	1.002	544.293232861881	200.32370149819954	P	B	3
-20.44	-1.43	787.8190396704197	157.31061840124124	Q	C	2
-3.9000000000000004	-2.278	641.6130960622785	121.56501206995627	P	C	2
16.64	1.659	593.9537447461344	86.29556492640988	Q	A	3
-16.82	0.52	846.7707033820628	237.46503050118218	Q	D	1
12.5	1.591	450.13218714516506	215.22028100731902	P	A	2
16.02	1.617	491.56370238768255	146.57588165527574	Q	A	3
-34.64	-0.147	420.27494315186414	167.57902371053632	P	A	2
18.49	-1.718	799.6207532285332	154.98027765960236	P	D	0
-0.15	-2.611	462.7393332916281	207.48631321157745	Q	B	1
-1.6800000000000002	-0.335	484.89704847477975	126.34383851907464	P	A	1
-15.56	0.928	680.6501494705144	192.20674055054613	Q	B	3
26.28	-2.075	606.2019874361779	248.84202469622076	Q	A	1
-8.45	2.445	525.2910159746639	211.83953922835096	Q	B	3
-21.560000000000002	-0.613	423.2521989258396	223.02478153900597	Q	D	3
-10.99	-1.797	499.25499579893267	222.89199582873093	P	B	1
-8.42	-2.088	539.4567752989483	265.3275438599486	P	B	1
-30.049999999999997	-0.039	580.9561783457566	232.84170222253138	P	A	0
-14.1	-0.903	942.1784932875294	256.6049875676642	Q	D	3
19.03	-1.076	373.1864801544415	257.6675009173789	P	B	2
14.44	-0.741	734.5805285283521	247.58774412031954	Q	D	0
3.14	0.307	460.47014268065095	213.67163851990094	P	A	3
8.86	0.918	638.511523806548	213.9546297768103	P	A	3
18.14	0.76	930.1222537362409	177.3395568095584	Q	D	2
-17.3	-1.248	449.92093971998077	264.7565136214045	Q	C	2
-14.02	-0.965	677.2198279007468	239.03478162196905	Q	C	2
19.36	1.466	745.0382088829508	214.83909890528446	Q	C	1
6.36	-2.708	304.68050595469924	156.03325507118586	P	C	3
-11.020000000000001	-1.033	410.8157369214898	224.30365517149886	Q	C	2
-12.4	-1.703	409.39886604106164	254.08836277357045	Q	B	1
-15.440000000000001	-2.393	671.4682198010698	139.33063171572442	Q	D	3
14.68	-1.052	693.1763348752378	242.0406189797696	P	B	2
16.84	1.485	571.940378678943	179.38545868301668	Q	C	1
19.35	1.895	602.0769874898247	174.29432475007846	P	A	3
-9.45	-1.467	692.0237201572453	167.36890367155735	P	C	2
8.79	1.576	517.5188030209702	184.53861956342664	Q	C	1
-42.56999999999999	-1.007	711.7028375958852	206.3191029166134	P	D	3
-6.53	1.647	656.687206313705	237.33543471024043	P	A	0
-26.37	2.334	663.923765661921	141.60231248547373	Q	C	0
18.67	-1.855	589.0390026689408	186.11020922983647	Q	D	0
6.92	3.19	387.72143684068476	233.85902280777216	P	D	2
-22.259999999999998	-0.878	810.7126790667486	275.0880096926727	P	B	1
-22.72	0.689	504.8973811170043	146.16453476535992	P	D	1
-10.48	2.361	591.7434226296646	161.08499977954355	P	D	1
12.24	1.478	413.8634143556059	262.2384956503552	Q	B	0
-22.1	0.935	581.7242157092087	159.9306895974698	Q	D	1
-33.12	-0.821	562.2213853664895	209.82550885969508	Q	A	0
-27.25	-0.568	782.2833352236705	193.8803118711137	P	B	1
-21.19	-1.652	583.4518391269123	182.47222313033873	Q	A	0
17.92	-2.105	786.8497733814703	248.0017656314985	P	B	2
-25.11	-0.694	639.6888147137272	113.52437704818328	Q	B	1
-18.380000000000003	1.578	394.93587800859166	225.11943203381153	P	A	2
27.73	2.29	411.33632916652215	224.29671964921116	Q	B	0
-6.470000000000001	-1.353	499.25116253183444	153.19358738840782	Q	C	2
-4.49	-1.459	732.194209968656	202.97238149989664	P	C	2
24.39	-0.08	493.63630721411937	120.38613447255103	Q	B	0
-14.530000000000001	3.144	451.24156800328217	107.4723799685463	Q	B	3
-20.38	1.876	537.11128720192	168.76010765399042	P	C	0
12.370000000000001	1.78	793.7505732627444	216.52997067600077	Q	B	0
14.5	-2.685	496.401628833757	233.9824389598789	P	C	3
12.48	-0.839	585.664478874486	154.33626497517264	Q	B	2
-18.36	0.735	554.0057446986009	202.80288793680452	Q	D	1
8.139999999999999	-0.928	663.4071110376666	152.81796745081184	Q	D	0
7.5600000000000005	0.781	987.6542750373983	251.37714799001873	Q	A	3
-18.41	2.377	495.25594477613765	269.4123475277676	Q	B	3
-33.58	-0.747	487.27718103962184	214.2578828102858	P	A	0
-13.56	0.965	657.0007732111776	218.94333060688282	P	D	1
13.84	-1.424	474.6927414940255	242.4835049083778	P	B	2
7.26	-0.158	167.67181760207887	132.43807309521787	P	B	0
-11.93	1.766	583.2227952108154	173.45206399657997	P	B	3
-10.649999999999999	3.104	558.7541526298561	251.46053045882866	Q	A	2
25.630000000000003	-2.359	569.7653687451362	240.96143226272414	Q	A	1
-9.7	2.196	730.066883419384	165.71148073211964	P	D	1
7.27	-0.974	771.1835017134858	233.86505361714944	Q	A	1
-14.379999999999999	2.493	600.555556822719	265.85598810387677	Q	D	1
-18.79	1.954	691.4261386275332	61.30788896353309	P	B	3
-12.1	-0.999	744.5717471006018	134.55805002291345	P	A	0
-14.65	0.734	629.0370059029685	150.0107182309928	P	D	1
15.18	1.955	746.1630696734686	260.1720157935065	P	B	0
15.72	-1.094	907.6726757906739	159.01571897484067	P	C	3
-25.270000000000003	-0.855	792.4913434817818	174.59084903103277	P	C	2
-16.38	0.683	365.642119330064	294.61198496221095	Q	A	2
27.240000000000002	2.846	657.3996440086335	181.44297299867435	P	B	0
-22.189999999999998	0.041	213.45410313249283	190.57134916110533	Q	A	2
0.36	-2.67	407.45406509942404	256.8505003656063	P	B	1
-14.950000000000001	-1.097	383.82698040613474	150.66328434250806	P	C	2
-10.700000000000001	2.443	765.3860740307165	172.35474596724708	Q	D	1
-38.269999999999996	-0.667	756.529458501896	226.58879944022914	P	D	3
4.66	1.996	505.32216607543046	190.3541170451477	P	C	1
19.990000000000002	0.761	437.27209757733675	249.14064918642913	P	D	2
32.42	0.589	418.079393695023	204.58614822193147	P	D	2
21.47	0.509	454.2251744749889	191.64089947211747	Q	D	2
-20.689999999999998	-1.623	604.1647840747535	116.40718493001518	P	C	2
-17.310000000000002	-2.642	512.3633146748687	148.21653600820184	Q	A	0
-7.5	-1.411	421.8254648366591	192.1841835670331	P	D	3
12.34	1.439	434.19015218095944	241.9310057767489	P	C	1
-11.899999999999999	1.346	399.79144761769237	157.0670391274835	Q	D	1
-34.910000000000004	-1.724	668.4038664892449	150.16233794313064	Q	A	0
17.79	1.323	461.36472086781026	192.66608412204445	P	C	1
-13.99	-2.352	534.2191168026848	235.21626078420883	P	A	0
-24.07	-0.845	622.54808648187	271.7415084411232	P	B	1
-25.39	2.283	895.2731146755267	214.69566433886496	Q	C	0
18.27	1.793	587.4387486595565	196.52000519632801	Q	A	2
-16.66	-0.866	715.9805140383568	211.59478572466418	Q	C	2
18.3	-1.817	914.7163838891134	172.5643731887615	Q	C	3
-8.209999999999999	-0.537	526.9941757213459	215.2428417344151	P	D	3
10.37	1.028	445.561153039348	236.01333813768346	P	A	3
-13.37	1.667	716.8125237494	243.81285996521018	P	D	1
-12.96	1.305	344.1834031693978	213.1053974994388	P	A	2
-21.29	1.815	1000.579479638083	176.98771062037403	Q	B	3
8.48	-1.731	904.3476166134396	211.4750375926588	P	B	2
9.65	0.938	482.23702012881677	112.95038698782847	P	A	3
-16.19	-0.371	748.4616084620653	250.78889697473485	P	A	0
-19.51	-1.182	477.3743041158233	310.522446976741	P	B	1
16.060000000000002	1.368	391.76542928892223	200.69207143232904	Q	C	1
9.34	-0.906	701.8775073540306	223.65750741668106	P	D	0
-23.580000000000002	1.788	848.0370840582464	125.41817534863144	P	C	0
-9.92	-1.687	676.1663685668566	223.33713683037206	P	D	3
-13.629999999999999	0.911	733.0508874158988	220.37563227669847	P	A	2
-8.32	0.682	284.1749640233826	133.26365384494227	P	A	2
13.200000000000001	-1.139	700.8822724717334	196.27701107951953	P	B	2
22.970000000000002	-1.612	544.8094180060316	240.1070727345056	Q	C	3
27.06	-2.261	595.2606710621865	150.42574635449523	P	A	1
-12.18	1.474	535.1844943620641	207.47111112126063	Q	B	3
-11.34	1.128	853.3985434601069	145.69750034983315	Q	D	1
-5.9799999999999995	-2.159	510.2279420182598	212.01180265262542	Q	B	1
7.06	-1.04	519.7182357569545	156.94816117874424	P	C	3
-19.21	0.248	748.3580342243336	115.25232106238907	Q	D	1
-23.52	1.956	661.2558283934624	166.81182124132926	Q	C	0
12.450000000000001	1.226	731.2613923796462	255.48635151006704	Q	A	3
19.13	-2.566	620.6123098846879	207.40267515243877	Q	D	0
17.740000000000002	2.354	699.4890767084494	228.43040394360438	Q	B	0
19.36	-0.843	890.4291036849954	104.92892595093764	Q	C	3
10.809999999999999	-0.694	812.966221711295	214.68887299551804	P	B	2
16.91	-1.482	375.36134517190567	230.56987578185863	Q	A	1
-16.69	-0.204	631.3769062233946	242.33843238969428	P	A	0
-20.009999999999998	-1.828	631.8158361439827	251.78372234371466	Q	A	0
24.39	-1.026	448.9489394010251	228.47112042964795	P	C	3
-15.08	-0.367	655.8240944627353	95.09005557330019	Q	D	3
20.979999999999997	1.435	324.54317785439105	165.88123036537678	Q	C	1
-16.91	2.484	613.5548346412038	149.50121522488413	P	D	1
18.85	-2.348	595.5480805357262	107.0288556812645	Q	B	2
22.95	2.292	538.9811087925884	180.21341680166455	P	A	3
22.12	-2.746	447.01952748055544	190.86007895388414	P	D	0
-33.15	-1.148	433.6328201389994	245.73788776463343	Q	C	2
-15.860000000000001	-0.208	613.6511818525792	225.61338945142538	P	D	3
-23.71	-0.598	672.2464217601668	186.75090521066664	Q	A	0
7.29	-1.032	746.3673106767325	207.85302530935647	P	A	1
19.25	-0.686	705.7833583192363	230.86646779954964	P	D	0
7.78	0.793	677.7866473539849	220.01776207136598	P	A	3
12.91	1.808	700.4804898759961	227.02762067802033	P	B	0
-24.18	-1.002	556.2608905010462	217.78812840475877	Q	A	0
-19.47	-2.854	392.65305226681915	201.0573278769061	P	A	0
15.280000000000001	-2.255	530.1118155834265	253.8143622580988	P	C	3
-20.259999999999998	1.727	737.2757645636823	196.17449948437948	P	C	0
-21.880000000000003	1.487	633.340070044739	130.37636207255088	P	B	3
-16.13	0.321	450.29360078616594	225.21279148471228	Q	B	3
-14.1	1.335	550.4781222049917	139.86381087621027	P	C	0
-0.66	-2.285	617.6542457136281	235.31658113288069	Q	C	2
-18.400000000000002	-1.286	495.56385958290673	222.4391238877299	P	B	1
18.43	-1.55	480.5319728731967	163.9584747464603	Q	C	3
2.5300000000000002	0.286	480.97374609943563	253.22973255428943	Q	A	3
35.510000000000005	3.597	641.8803498671276	239.65778795808458	Q	A	3
-2.4699999999999998	1.47	577.7931124833484	264.91575773865117	Q	A	2
-18.46	0.612	300.79600361735277	259.6022194905831	Q	D	1
19.57	-2.272	446.6266338111795	200.7987558262988	P	D	0
10.79	-1.264	616.8599100700961	150.3242934937139	P	C	3
-19.330000000000002	0.621	812.5563145918495	199.0680783179497	Q	B	0
-17.96	-1.512	672.8889786814414	234.3728291012555	P	C	2
-11.92	-1.439	667.2608456554941	158.93991261900416	P	D	3
9.69	-2.393	301.1208088991148	164.22955817047728	P	C	3
-5.819999999999999	0.686	834.6912953287352	303.0408203317669	P	C	0
-12.08	1.596	559.1971439965398	132.92239103143356	Q	B	3
18.26	1.025	602.2450611619603	270.68957035776407	Q	D	2
14.350000000000001	0.357	627.3768399992555	187.74238633328204	Q	D	0
21.66	-2.446	728.2500923041737	170.2537336460511	Q	D	0
-25.4	2.22	518.70816831707	174.21648729203298	Q	C	0
-12.16	1.378	535.3595710434831	165.60304128632242	P	B	3
-28.1	-0.547	641.1422040937497	171.00677523170654	P	C	2
21.259999999999998	1.266	585.1180385703655	111.1745962032928	Q	C	1
11.19	1.263	652.3292956476952	192.9697719158602	P	D	2
-4.35	-2.035	486.55409985279886	120.08881586852077	Q	A	0
9.16	-1.764	769.0956708279772	185.18946978786022	Q	B	2
2.22	-2.379	531.4172576252496	202.8725166341366	P	C	2
-17.57	-0.353	780.2765586499617	294.83115056993927	P	B	3
23.67	-2.1	557.6513173494307	301.8410044840296	P	A	1
-19.630000000000003	2.055	583.5766011288727	66.58865768717132	P	C	0
-31.520000000000003	-2.487	679.87096668967	276.88265052586047	Q	A	0
18.54	1.517	627.3395343562044	193.36127346176661	P	C	1
-20.03	-1.392	608.1331099774771	198.03530321528356	P	A	0
-23.17	2.115	362.4569505431514	263.7135398025798	P	C	0
7.98	-3.039	830.6474700463493	247.6783476389965	Q	C	3
18.87	-0.773	612.3897331152779	181.75944015541808	Q	C	3
14.43	-1.446	412.2629225562678	125.00314871189335	Q	A	1
9.45	-1.093	475.7813548832387	263.5786800336851	P	A	1
7.82	0.777	808.5822628054073	275.1101317336456	Q	A	3
-12.5	0.646	725.2101017507919	177.75270916447803	Q	A	2
-24.75	-2.122	770.4107584704054	179.28298250455452	Q	A	0
-15.149999999999999	2.158	680.28983355882	126.40876687987252	P	C	0
-20.74	-2.747	576.4848165841269	224.17652173372932	Q	A	0
-12.79	-1.602	569.0652428629732	251.99730184304738	P	C	2
-6.5200000000000005	-2.069	544.1446909720547	189.54148217132905	P	B	1
-18.28	2.623	690.0239041133734	191.639859068741	Q	A	2
15.91	-2.371	475.426786134208	253.54875691071027	P	B	2
-11.17	1.295	529.9776330567194	224.34067040158078	P	C	0
16.87	-1.673	534.4000582288041	250.58832410660594	P	A	1
13.3	-2.377	610.7746433882563	69.81792433719502	Q	B	2
25.06	1.326	782.0106790521507	151.00488921022549	P	B	0
-10.0	-2.186	687.6311868816405	145.4166695979035	P	A	0
-1.6700000000000002	-2.008	731.5599253049588	230.22206555368257	Q	D	3
13.879999999999999	-1.726	678.0860657632119	154.97259504428803	P	B	2
-12.39	-0.972	811.2635449939535	197.33124181271464	P	A	0
-6.51	-2.459	339.90134508145496	168.92750033962426	Q	C	2
15.0	0.566	404.0935434459375	144.0801829636142	Q	D	2
-0.5700000000000001	0.599	621.4416965047974	286.07967214664507	Q	A	2
8.36	0.825	624.0096417287974	121.89793419319481	Q	A	3
16.02	1.878	887.5546112207031	252.44401820259185	Q	D	2
-17.96	-0.603	594.571828582414	263.69389961326783	P	D	3
13.29	1.574	602.4369288132206	208.05280895871107	Q	C	1
-28.07	-0.406	552.7844498061725	284.89203447789373	Q	C	2
8.74	-0.826	571.8481646484539	122.27769984425899	P	B	2
-19.71	1.416	848.8808941569489	234.4591108728629	P	D	1
13.61	1.606	510.5218522676757	136.5324107218045	Q	C	1
26.75	-3.632	507.80465091344706	157.74509181621107	P	B	2
-13.51	-2.849	389.6218696887019	231.95390922841207	P	D	3
-20.240000000000002	-1.065	654.2695049725602	191.27780906397058	Q	A	0
-4.5	-2.162	591.5900259505438	205.7263469499363	P	D	3
16.8	-2.901	478.12080685697856	130.98882012205348	P	B	2
-7.71	-2.137	719.7217207321773	292.2311865568852	P	D	3
10.45	-0.903	563.7720278821275	270.48197975779806	P	D	0
-21.009999999999998	-1.962	587.447698735801	171.8390556317631	Q	D	3
-4.109999999999999	-1.508	440.6520514222677	212.8930041796947	Q	C	2
18.11	-1.876	517.044176851513	231.19089813818445	Q	D	0
8.9	-1.136	779.7562386435501	136.0372410890468	P	D	0
30.659999999999997	-2.365	562.3750559041363	250.5786263767421	Q	C	3
-6.1	-1.72	361.7548732634956	219.14287189787964	Q	A	0
-13.25	1.121	565.8642282302001	210.7608527793493	P	C	0
-30.659999999999997	-0.505	796.631006442651	137.17903224749284	Q	C	2
-14.09	0.821	842.0688083923001	226.53058810351968	Q	D	1
-14.18	0.139	298.390992749244	212.52167179513697	P	A	2
11.36	-1.104	616.9938158828953	227.2755466270445	P	B	2
10.920000000000002	1.668	661.5920135605356	198.04822965106365	P	C	1
-8.16	-1.062	640.8757526481743	239.03531578084363	P	C	2
-20.76	1.334	514.4038684483519	227.2802830417459	Q	B	3
15.53	1.707	695.8095221373419	152.82683199146845	Q	B	0
16.47	-2.163	549.2581983475806	110.24750216165556	Q	D	0
-9.3	1.849	672.4327038695634	246.37372127666842	Q	B	3
19.28	-1.658	456.31307605504844	164.26023650304307	Q	A	1
-36.7	-0.5	975.777430312009	300.51529591272475	Q	C	2
-23.87	-2.251	581.5917257966614	246.54642287107944	P	A	0
9.64	-1.003	603.7648946969795	183.86568697232497	P	D	0
7.99	2.745	444.4115710911957	192.75920629027527	Q	D	2
25.89	2.596	689.2692533995247	183.30296620005916	Q	A	3
14.98	1.533	539.7237237755375	222.3112382616053	P	C	1
9.01	2.65	621.618368230271	162.6224922766539	Q	B	0
-9.51	-2.159	543.3268320785069	191.93153423987977	P	C	2
20.73	-2.505	699.3898948080998	145.09875502250492	P	C	3
-5.97	1.301	380.20560853138664	207.9120179719577	Q	B	3
-7.8100000000000005	-1.586	630.350869637083	185.2472840158957	Q	D	3
12.02	-1.098	458.63854661681614	187.55789824273523	P	A	1
22.89	0.807	465.47682857504344	265.26451665151717	Q	D	2
-24.729999999999997	1.261	446.4175888600261	288.36163663174506	P	D	1
9.68	0.999	448.7759543145389	231.53435693285283	P	A	3
8.2	0.794	569.6097955823254	181.43361240689754	Q	A	3
-3.08	-0.527	694.5983208761807	206.56618380107682	P	D	3
13.620000000000001	1.641	501.1023297871922	126.93220309922283	Q	C	1
1.3	-1.083	492.98982541917115	242.29062022722877	Q	D	3
